snapped_at,price,market_cap,total_volume
2019-03-03 00:00:00 UTC,1.004575587531112,90059219.74804118,28483745.847101085
2019-03-04 00:00:00 UTC,0.9987908808083716,89365847.2194935,27841417.498169914
2019-03-05 00:00:00 UTC,0.9976823189507472,90524615.41858734,28470439.3110446
2019-03-06 00:00:00 UTC,0.9928289140571238,90728334.92498599,30872973.992033836
2019-03-07 00:00:00 UTC,0.9896243686188605,91471957.4166704,25708159.0105343
2019-03-08 00:00:00 UTC,0.9823011310658287,90429681.20473877,25520759.7116239
2019-03-09 00:00:00 UTC,0.977913115475681,90472669.3908383,25654010.13924343
2019-03-10 00:00:00 UTC,0.991614601467766,91025021.37938543,25969333.449515298
2019-03-11 00:00:00 UTC,0.9973146518967956,91740621.65385552,20769570.04310737
2019-03-12 00:00:00 UTC,1.0057465597674786,93141402.8852245,22831525.015788127
2019-03-13 00:00:00 UTC,1.008451215625618,93433895.78716493,22006711.57147736
2019-03-14 00:00:00 UTC,1.0055004734909985,93375990.78199701,18727605.361013394
2019-03-15 00:00:00 UTC,1.0086404883531805,93510901.58986922,15763367.989688583
2019-03-16 00:00:00 UTC,1.0048515511834486,93896015.12174274,14336741.870596021
2019-03-17 00:00:00 UTC,1.003249583939053,93908088.82587005,3596174.9133753413
2019-03-18 00:00:00 UTC,0.9992083812949029,95229010.30719283,32322919.34172084
2019-03-19 00:00:00 UTC,0.994054446477337,94861829.4162737,36349195.64794094
2019-03-20 00:00:00 UTC,0.9873283688937153,94225051.19109409,35627694.49702461
2019-03-21 00:00:00 UTC,0.989041491775553,92998621.00278166,34316719.95404041
2019-03-22 00:00:00 UTC,0.9882411473151185,91835651.26353447,34454333.6191557
2019-03-23 00:00:00 UTC,0.9938482865202478,90476388.04024105,33141704.80433722
2019-03-24 00:00:00 UTC,0.9933924296919752,90259667.4958152,34413023.10476717
2019-03-25 00:00:00 UTC,0.9920018778223989,89572564.68310806,35637325.67195682
2019-03-26 00:00:00 UTC,0.990969221801961,87232450.63902578,28192296.16317733
2019-03-27 00:00:00 UTC,0.999032637907576,87837627.29802644,30558189.334173456
2019-03-28 00:00:00 UTC,0.9939275257209627,87144348.24612623,18163900.603966303
2019-03-29 00:00:00 UTC,0.9882658929302978,87630849.8780649,21980180.25227487
2019-03-30 00:00:00 UTC,0.9892281248316561,87265157.68098949,28987765.43156457
2019-03-31 00:00:00 UTC,0.9885973064817702,87403662.39821844,27466016.060903147
2019-04-01 00:00:00 UTC,0.9918618524051835,87721364.61484085,27169988.13056174
2019-04-02 00:00:00 UTC,0.9854198593440803,87511646.36578612,31634520.389708698
2019-04-03 00:00:00 UTC,0.989869163119436,85418567.86106458,36008959.649138145
2019-04-04 00:00:00 UTC,0.9928639974240732,87243563.02408227,37357849.24190518
2019-04-05 00:00:00 UTC,0.9798057834870328,87253619.61468415,36486307.83538294
2019-04-06 00:00:00 UTC,0.984125120262997,88929956.91371222,40697211.70812011
